Order ID,Order Date,Customer Name,Product Category,Region,Sales Channel,Units Sold,Unit Price,Order Notes,Revenue
70246,2020-02-11,Danielle Zimmerman,Books,South,Wholesale,53,310,Go camera consumer professor whole miss hear without media all nothing story usually.,16430
70247,2020-06-18,Michelle Smith,Footwear,South,Online,98,324,Child cup western start trial walk draw son explain.,31752
70248,2022-10-03,Jessica Russell,Toys,East,Online,74,626,Successful become step low sit of.,46324
70249,2024-05-11,Katherine Mcdowell,Footwear,East,Online,17,4622,Pressure program body pattern fund fear someone coach now education.,78574
70250,2022-05-17,Roy Smith,Footwear,South,Retail,71,3543,Alone ground four do number create over six watch way.,251553
70251,2021-07-19,Allen Robinson,Clothing,East,Online,25,3413,Age loss over late pass walk free form yeah land.,85325
70252,2023-11-18,Seth Jones,Furniture,North,Online,27,2212,Start describe fill thing night national page exactly window mean myself gas respond.,59724
70253,2023-04-26,Mark Carter,Electronics,West,Wholesale,62,936,Easy loss good share system hold will process.,58032
70254,2023-08-12,Nicholas Bradley,Toys,South,Retail,38,4599,Owner ten meeting cover case service indeed possible.,174762
70255,2021-01-19,Donna Perkins,Electronics,South,Wholesale,47,2663,Enough her another service both foreign he college budget generation.,125161
70256,2021-08-20,Mark Murray,Clothing,East,Online,23,2291,Care nation cold environment entire water nothing thus police for decision Republican.,52693
70257,2022-12-23,Laura Williams,Groceries,South,Retail,33,1153,Nature nice so house table bar television avoid draw raise fear build.,38049
70258,2020-03-21,Sara Gonzalez,Groceries,South,Wholesale,71,1298,Policy position ability especially condition president ago make almost.,92158
70259,2022-02-18,Breanna Joyce,Books,South,Retail,80,679,It why new need rise need someone.,54320
70260,2023-04-23,Julie Bell,Clothing,South,Retail,90,1376,Fish serve candidate everybody expert back during reality.,123840
70261,2021-04-05,Cassandra Rodriguez,Furniture,East,Retail,22,1697,Baby student team give son beat foreign board number bring national.,37334
70262,2023-09-30,Karl Mitchell,Furniture,West,Online,96,879,Soon coach study certainly this recognize discussion land last ready official us.,84384
70263,2024-04-10,Amanda Torres,Electronics,North,Online,86,2395,Remain bad brother wish staff common appear save door.,205970
70264,2020-08-25,Timothy Hall,Footwear,North,Retail,57,3034,Past right thousand themselves why country financial step cover others current without small.,172938
70265,2023-08-12,Daniel Schmitt,Electronics,North,Online,73,3606,Goal deal spring range already anything.,263238
70266,2024-02-19,Kristy Miller,Footwear,West,Retail,31,2317,Full value guy former own benefit style admit scene the.,71827
70267,2023-10-24,Craig Ross,Footwear,East,Online,86,3180,Sell career break actually wear full without trade hundred for million weight woman.,273480
70268,2020-10-25,Kimberly Franklin,Groceries,East,Online,30,2749,Sport person difference understand add rather meet push.,82470
70269,2022-01-06,Stephanie Short,Footwear,North,Retail,79,1598,Standard threat word respond candidate born as who.,126242
70270,2022-04-19,Krystal Kim,Groceries,North,Retail,75,3664,General enjoy fast current decision interview ready glass skill start how work finish.,274800
70271,2023-01-18,Patrick Griffin,Clothing,East,Wholesale,27,3992,City blood record political none computer.,107784
70272,2024-01-03,Scott Thompson,Groceries,West,Retail,54,4908,Play participant executive catch gas toward last factor best mean ten support image.,265032
70273,2021-06-12,Jeremy Anderson,Groceries,North,Wholesale,90,3696,Beautiful idea establish determine front a condition.,332640
70274,2020-03-28,Wesley Lee,Books,North,Retail,57,1547,Nor than worry year one design whatever could trade successful five hundred thank.,88179
70275,2020-01-24,Julie Meadows,Footwear,East,Retail,62,413,Carry thousand skill fight every tehmselves hope artist.,25606
70276,2020-11-27,Daniel Hall,Clothing,West,Wholesale,59,284,Agent require their ago grow reality medical check condition building.,16756
70277,2022-12-17,Dr. John Harding III,Electronics,West,Online,85,885,Attention establish mouth catch data probably expert his development career knowledge.,75225
70278,2021-04-08,Elaine Yates,Toys,West,Online,43,3339,Analysis right maybe share nation fear just improve full nature soon.,143577
70279,2022-09-28,Laura Weaver,Clothing,South,Retail,6,3538,Work themselves surface street him last reality part its pretty tree.,21228
70280,2020-07-07,Hector Morris,Footwear,West,Online,77,1167,Agreement spring fund response meet skin.,89859
70281,2024-01-27,Thomas Day,Furniture,West,Wholesale,99,1928,Listen protect film blue weight throw share.,190872
70282,2020-08-09,Erin Cobb,Groceries,South,Online,38,1358,Benefit week allow market week commercial wind recently size.,51604
70283,2022-08-20,William Hopkins,Toys,South,Wholesale,72,1335,Talk try where card bag notice claim magazine cause.,96120
70284,2020-12-18,Holly Gomez,,East,Online,66,3575,Actually sport contain impact program remain price include report attorney.,235950
70285,2022-12-10,Joshua Gallegos DVM,Clothing,West,Wholesale,60,812,Have police help listen standard song else example ability customer.,48720
70286,2023-01-16,,Toys,North,Retail,18,640,Act never represent business exist financial actually hand left follow someone way.,11520
70287,2020-08-09,Christina Becker,Toys,East,Wholesale,88,3932,Do everything right husband kind network television.,346016
70288,2021-05-02,Amanda Porter,Electronics,South,Online,5,3507,Character himself dark player with else.,17535
70289,2022-05-09,Breanna Davies,Footwear,West,Online,20,547,Ok already ask over agreement though conference believe thousand.,10940
70290,2022-05-28,Arthur Kelley,Groceries,South,Wholesale,37,466,Course call close clear side she happen.,17242
70291,2020-06-15,Julia Taylor,Electronics,West,Wholesale,33,4086,American all simply bring never pretty important growth Mr.,134838
70292,2020-04-10,Dustin Reynolds,Electronics,West,Wholesale,1,1670,Machine challenge conference feeling gun campaign visit name.,1670
70293,2023-12-18,Javier Barker,Electronics,North,Retail,19,2827,Let but play fill first must laugh religious.,53713
70294,2021-06-08,James Petty,Toys,South,Wholesale,35,2081,Young executive forget process continue him.,72835
70295,2023-03-16,David Watson,Footwear,West,Wholesale,60,1901,Forget stop particular tend discuss few past involve machine throw stay throw describe.,114060
70296,2023-07-09,Amy Walker,Toys,East,Online,42,4183,Number miss member operation worker final into economic share.,175686
70297,2023-03-15,Luis Davis,Furniture,West,Retail,46,2827,Two site occur collection responsibility lawyer.,130042
70298,2021-05-02,Darryl Black,Books,East,Wholesale,62,1821,Against it president language western bring per forward quickly traditional gas memory strategy.,112902
70299,2024-03-24,Ryan Rich,Clothing,South,Online,25,3823,Training other positive activity born occur collection material recently.,95575
70300,2020-03-21,Jamie Jenkins,Toys,South,Online,43,3877,And just walk sister year notice kid pressure tree pick develop among real.,166711
70301,2021-08-02,Thomas Wilson,Electronics,West,Online,45,3720,Return too office foot get think nature power word interest not western.,167400
70302,2022-04-01,Timothy Vargas,Furniture,South,Retail,36,1709,People large budget again produce no.,61524
70303,2023-02-23,Andrew Burnett,Electronics,North,Online,29,938,Evening quite issue oil still character matter could writer between.,27202
70304,2024-05-04,Amanda Williams,Footwear,North,Wholesale,28,1610,Late skin on ready like down member hand key popular tend resource.,45080
70305,2024-05-24,Crystal Golden MD,Electronics,South,Wholesale,87,4584,Safe least phone author method identify amount technology them goal yet individual chance.,398808
70306,2023-03-08,Donna Abbott,Footwear,North,Wholesale,48,3842,From call next growth big walk those.,184416
70307,2022-06-04,Shelley Jordan,Books,West,Retail,6,2156,Billion tough risk series expect old in last air.,12936
70308,2021-08-24,Scott Parker,Furniture,South,Online,99,2178,Wrong out cause campaign when add difference others president pick.,215622
70309,2023-03-08,Michelle Sullivan,Toys,West,Online,35,3917,Generation receive in art performance reveal on clearly seem remember skill thing whole.,137095
70310,2020-03-12,Daniel Barr,Books,South,Retail,59,681,Either market child most treatment I school result wait agent child new over.,40179
70311,2020-09-01,Kimberly Sanchez,Furniture,South,Wholesale,74,1159,Drive field there reason subject marriage plan maintain particular station summer put.,85766
70312,2021-08-01,Robert Singh,Clothing,South,Online,98,3834,Nearly explain expect attorney change music.,375732
70313,2021-10-03,Matthew Williams,Clothing,South,Wholesale,91,4100,Put different popular miss training onto yet.,373100
70314,2023-05-18,Dominique Martinez,Footwear,West,Retail,64,2492,Politics hard Mr serve nation government third sometimes parent note agree election respond.,159488
70315,2020-07-12,Heather Woodward,Books,South,Wholesale,56,1732,Personal station student must race whatever management act should deep exactly clearly.,96992
70316,2021-06-21,Leah Chen,Clothing,North,Online,59,4851,Visit life serious someone lead agreement total rate interesting school believe security account.,286209
70317,2020-11-27,,Electronics,South,Retail,56,2318,Describe body represent apply talk response summer describe form sort report head car.,129808
70318,2024-03-14,Juan Robles,Clothing,East,Retail,55,1049,Military term perhaps can sign ago board argue.,57695
70319,2020-10-19,Cameron Richards,Clothing,South,Retail,51,2656,Face successful stop bring movement positive level wait good law price Republican leader.,135456
70320,2021-12-30,Arthur Hall,Clothing,North,Wholesale,7,4370,Think receive book physical something easy read final.,30590
70321,2020-02-05,Carlos Whitehead,Electronics,West,Retail,79,789,Wish far might view nor security training instead culture.,62331
70322,2024-03-31,Blake Duarte,Furniture,West,Retail,62,4251,Size old real fight hour ask time we industry phone.,263562
70323,2023-01-06,Brittany Espinoza,Clothing,East,Online,20,934,Phone account until mission book sit deal forget pretty again.,18680
70324,2022-11-10,Marco Richards,Clothing,South,Online,23,2491,Give glass material debate reach believe politics in occur wide avoid mean.,57293
70325,2020-09-01,Alicia Hernandez,Groceries,West,Wholesale,15,748,Method speech style least hand tend and look.,11220
70326,2023-11-19,Carl Lowery,Toys,West,Retail,1,3609,Student green everything table significant around task.,3609
70327,2020-02-23,Dylan Guzman,Toys,West,Retail,9,1249,Eight project fly six million truth security ask learn drug writer.,11241
70328,2023-01-21,Frank Davis,Groceries,West,Retail,29,4631,Activity often fear writer than this tell beyond gas letter.,134299
70329,2023-08-09,Kim Duarte,Toys,West,Retail,40,3003,Option west American agent on involve any girl free fall program expert.,120120
70330,2023-10-31,Anne Hall,Furniture,South,Online,32,412,Series enjoy alone poor my population manage hard production.,13184
70331,2020-06-24,Amber Buchanan,Clothing,East,Online,37,3359,Worker our specific beyond instead which receive.,124283
70332,2020-07-08,James Allen,Clothing,North,Retail,27,3752,Seem reduce affect difficult store pick information message lose power operation.,101304
70333,2022-03-17,John Davies,Furniture,South,Wholesale,83,628,Any end thank race plan machine field heavy admit central human.,52124
70334,2023-04-30,Charles Keller,Furniture,South,Online,6,2450,See factor kitchen nothing spring commercial perhaps not.,14700
70335,2021-09-07,Tyler Perez,Footwear,North,Online,22,2602,Throughout need positive phone good memory news work president yeah.,57244
70336,2020-03-08,Donna Reyes,Groceries,South,Retail,87,2896,Color stop have attack mission station leave laugh.,251952
70337,2020-11-19,Jay Brown,Footwear,South,Online,86,3624,Argue present west guy thus large military plan newspaper card.,311664
70338,2023-03-24,Diana Day,Toys,North,Wholesale,65,1145,Put find have pay general less place hair attention call series.,74425
